ma,year,MAR,NI,DR_SYNCH,MCAP,LEV,M/B,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
TNA,2022,-0.278547837,0.038139479,8,26.3315261,0.782906467,0.470464427,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TNA,2023,0.023248409,0.01241429,7,25.95385301,0.749915015,0.321316415,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TNC,2016,0.077242941,0.121992176,3,26.18221285,0.05431447,0.763905906,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNC,2017,-0.248115022,0.113917207,4,26.24572626,0.069283988,0.80138618,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNC,2018,0.081056293,0.108665383,2,26.35147131,0.079781719,0.886513026,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNC,2019,0.286126491,0.13683633,4,27.08197428,0.078692007,1.77127236,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TNC,2020,0.580433044,0.095061619,4,27.20860693,0.102386917,1.901574774,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TNC,2021,0.052560675,0.059911669,2,27.7633862,0.121983085,3.370627915,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TNC,2022,0.978504456,0.045371763,3,27.76507112,0.149098623,3.326183787,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TNC,2023,-0.090934148,0.028718955,2,27.34433854,0.093243066,2.257662068,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TNG,2016,-0.272140807,0.144236371,9,26.97208436,0.71774292,0.992883954,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TNG,2017,-0.030917457,0.222293932,8,27.33006633,0.717270846,1.176147533,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TNG,2018,0.776608348,0.001930223,9,27.36284462,0.694053468,0.963111796,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TNG,2019,-0.113680458,0.300888123,9,27.8023229,0.647645762,1.112614285,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TNG,2020,-0.30723409,0.129420974,10,28.41166721,0.677076099,1.901498524,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TNG,2021,-0.035242794,0.106412788,9,27.92676979,0.665187611,0.91922114,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TNG,2022,-0.232149162,0.217982279,10,28.36114484,0.688042934,1.257149298,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TNG,2023,-0.012676511,0.105738007,10,28.56878662,0.645362602,1.377037447,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TNI,2017,-0.635547199,0.139447542,6,25.99780267,0.544924941,0.803803695,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNI,2018,0.780594661,0.065692821,2,26.9866641,0.433811102,0.920066419,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNI,2019,0.057302792,0.035305372,1,26.01908007,0.556911921,0.338625568,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TNI,2020,-0.750999731,0.000565198,6,26.68285265,0.456840853,0.658403819,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TNI,2021,0.862608439,-0.168565433,7,25.7992206,0.514051831,0.306298728,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TNI,2022,-0.241985316,0.01751867,9,25.72506218,0.432178471,0.279848129,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TNI,2023,-0.078344717,0.003216117,8,25.71369842,0.412429265,0.276626421,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TNT,2016,-0.922189927,0.002503606,2,25.01973458,0.313343289,0.270340672,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNT,2017,-0.255968383,0.052305206,4,24.88222704,0.265456443,0.232324287,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNT,2018,0.311415621,-0.034091418,6,24.41301991,0.242983379,0.144641037,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TNT,2019,-0.323220376,0.05288628,3,24.80351147,0.109156432,0.21856533,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TNT,2020,-0.203608611,-0.045053297,7,26.78034255,0.239937783,1.593697279,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TNT,2021,0.928085731,0.069621287,5,25.86405182,0.057200465,0.309142442,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TNT,2022,-0.652545447,0.040571522,9,26.16801848,0.071107993,0.41376759,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TNT,2023,0.172686979,0.08067931,8,26.39555764,0.577197308,0.42847791,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TOT,2017,0.332830689,0.041378445,3,23.97466693,0.15971942,0.5293705,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TOT,2018,-0.097998597,0.146454137,2,24.6131557,0.142143712,0.887659654,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TOT,2019,1.26979321,0.077410373,2,24.26765406,0.157831035,0.594555818,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TOT,2020,-0.589678069,0.247795757,3,24.53014042,0.196853929,0.71572616,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TOT,2021,-0.005452426,0.104939615,4,24.88669327,0.155959806,1.020411673,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TOT,2022,0.479755535,0.202600667,4,25.31190514,0.536653813,1.390289651,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TOT,2023,0.251341864,0.225153198,1,25.39031119,0.507067526,1.176044033,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TPC,2016,-0.060255309,0.163876504,4,26.27995612,0.474762166,0.821979083,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPC,2017,-0.123256815,0.113385319,1,26.40816678,0.488215577,0.8934519,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPC,2018,0.1670712,0.102392519,5,26.03294509,0.505213199,0.617221058,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPC,2019,-0.039674933,0.104213733,2,26.26090792,0.496111724,0.756694617,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TPC,2020,-0.098029247,0.085758803,1,26.22168721,0.515942584,0.719500019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TPC,2021,0.019857099,0.062221352,6,25.86501227,0.550478385,0.507856629,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TPC,2022,-0.049949993,0.087474316,6,25.84335077,0.476380528,0.498161241,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TPC,2023,-0.182335369,-0.291461783,4,25.67003959,0.378325446,0.490043867,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TPH,2016,-0.118807858,0.036233453,1,23.3702839,0.437090466,0.613685789,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TPH,2017,-0.374177058,0.08365928,5,23.76617955,0.428926335,0.906839469,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TPH,2018,0.827141144,0.073134436,5,23.68613685,0.429089891,0.829472541,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TPH,2019,-0.054105404,0.081381458,4,23.775749,0.445305219,0.906052355,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TPH,2020,-0.421995118,0.077414391,5,23.87023456,0.461729298,0.914409552,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
TPH,2021,-0.364826241,0.067918787,1,24.1374381,0.466476156,1.195350506,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TPH,2022,0.522741873,0.052630929,1,24.08068528,0.471455804,1.12796458,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TPH,2023,-0.278834293,0.057709925,2,23.87920323,0.490476548,0.922843872,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TPP,2016,0.428509159,0.164426076,4,25.24932478,0.727191786,0.898683106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPP,2017,-0.480972411,0.028828231,1,25.24484329,0.798068757,0.867536592,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPP,2018,0.040192719,0.163811885,1,25.67170724,0.793683144,0.926315957,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TPP,2019,0.30483498,0.021407436,3,26.20390476,0.737048699,1.128217678,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TPP,2020,-0.579399998,0.036023904,1,26.16134515,0.748180902,1.038981486,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TPP,2021,-0.30163734,0.03582214,2,26.44685094,0.735177862,0.928752722,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TPP,2022,0.579827186,0.048025754,4,26.73820274,0.744827803,0.828984259,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TPP,2023,-0.291005413,0.048800189,5,26.84246375,0.738971582,0.884307149,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TRA,2016,0.276061943,0.104518748,8,29.01827135,0.263305082,3.945575575,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TRA,2017,-0.165127456,0.065042065,7,28.69633757,0.258894836,2.593522535,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TRA,2018,-0.050699942,0.06023017,7,28.4908936,0.303578547,2.134058363,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TRA,2019,-0.075099443,0.072197348,6,28.72450845,0.288564283,2.669575148,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
TRA,2020,-0.119532565,0.072620526,8,28.90102616,0.289780054,3.037121202,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
TRA,2021,0.089595113,0.074270292,8,28.9696309,0.257496451,3.008805539,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TRA,2022,0.213926797,0.076962634,7,28.94654027,0.239891266,2.699403243,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
TRA,2023,-0.097005549,0.076547531,5,28.85456157,0.298905629,2.282791215,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
TRC,2016,0.031620658,0.117138637,8,27.50205073,0.168802788,0.603128078,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRC,2017,-0.251356667,0.164747025,8,27.2290499,0.156254294,0.432675416,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRC,2018,0.119661367,0.179307357,6,27.57445076,0.204083333,0.613110425,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TRC,2019,0.432312102,0.088206067,6,27.80076389,0.222061596,0.774008447,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TRC,2020,-0.017684242,0.077873138,7,27.92219708,0.212508229,0.856826208,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TRC,2021,0.074128379,0.072659152,6,27.5552194,0.209561057,0.594040219,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TRC,2022,-0.044656082,0.081364791,8,27.35328937,0.204103832,0.479918747,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TRC,2023,0.05379122,0.089229676,2,27.74746993,0.173099254,0.680615988,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TSB,2016,0.257649303,0.084206004,1,24.67335882,0.449422748,0.706982657,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TSB,2017,-0.476532807,0.077217011,1,24.748394,0.504220453,0.730225801,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TSB,2018,0.255682217,1.103406967,1,24.57804864,0.466411417,0.635858732,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TSB,2019,-0.096565801,0.096620616,2,24.80689021,0.365139035,0.760372699,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TSB,2020,-0.38234722,0.075949212,1,25.19708785,0.196104139,1.114719109,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TSB,2021,-0.449854493,0.052456713,2,26.09787439,0.226635402,2.720531381,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TSB,2022,1.456479807,0.015980627,4,26.21565743,0.23073763,3.079352685,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TSB,2023,0.077212723,0.017425318,7,26.5461595,0.271322985,4.258058267,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TSC,2016,-0.717030108,0.000845901,8,27.00733012,0.102537987,0.257058465,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TSC,2017,-0.04558319,-0.056142648,6,25.98046173,0.097142331,0.103338408,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TSC,2018,-0.21825289,-0.160127591,8,26.66200337,0.097853767,0.208262103,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TSC,2019,1.109674843,0.001975634,6,27.1579326,0.061697837,0.342182696,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TSC,2020,-0.031932355,0.026943811,9,28.73363237,0.078729815,1.641349296,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TSC,2021,0.250791081,0.043842754,7,26.93301021,0.125410699,0.246983957,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TSC,2022,-0.622421086,-0.093298008,9,27.30321634,0.083038597,0.28848284,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TSC,2023,-0.02229555,-0.015544928,9,27.10102658,0.164132557,0.236734764,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TTA,2020,-0.094079585,0.046325237,5,28.27116301,0.650109243,1.147672002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TTA,2021,0.009263408,0.07032635,7,27.97142211,0.629762927,0.798600751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TTA,2022,0.015129796,0.145843334,9,27.97299154,0.583303771,0.734949312,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TTA,2023,-0.113191144,0.072074301,8,28.15193776,0.547224133,0.849605679,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TTC,2016,-0.073396266,0.26288143,6,25.40412092,0.430002477,1.005909862,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTC,2017,-0.203631785,0.182198716,1,25.28006827,0.443099753,0.830717069,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTC,2018,0.442944158,0.013045092,5,24.99028756,0.503847071,0.61002522,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTC,2019,0.080797171,0.211309614,2,25.10151319,0.405744617,0.66767613,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TTC,2020,-0.473462948,0.188795113,3,25.24806991,0.390189429,0.756650964,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TTC,2021,-0.370496412,0.137534052,3,24.99865581,0.316969211,0.590101335,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TTC,2022,0.265723762,0.160018044,3,25.07869852,0.331788609,0.635875355,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TTC,2023,0.115347151,0.097221452,1,24.95609619,0.35905426,0.575029474,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TTE,2018,0,0.037114954,9,26.61049024,0.698113116,1.161840131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TTE,2019,-0.051362009,0.032616428,4,26.42420828,0.679953722,0.93325335,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TTE,2020,-0.526089246,-0.109351372,1,26.86399813,0.713771495,1.716416067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
TTE,2021,0.495598464,0.05979384,4,26.5535643,0.727268315,1.136276985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
TTE,2022,-0.229719914,0.064035173,3,26.56603848,0.759419263,1.072502818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
TTE,2023,-0.042673157,-0.004831432,1,27.0685653,0.743159981,1.77468266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
TTF,2016,-0.845396585,-0.108916973,10,27.6974191,0.963153255,8.089728407,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTF,2017,-0.248247376,0.002193698,5,27.19733503,0.801260967,0.782707521,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTF,2018,-0.213861914,-1.241599055,7,27.05525252,0.992909435,28.52280556,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTF,2019,-0.191632189,-1.783099054,5,28.3277763,1.294470696,-3.176853677,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TTF,2020,1.097170655,0.009023816,9,29.07376597,1.260999928,-7.236472995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TTF,2021,0.470196174,0.000593478,9,28.16303721,0.839599577,3.739226932,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TTF,2022,-0.529563075,-0.000722286,9,28.23749019,0.856004033,4.236795161,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TTF,2023,-0.071118995,-0.078817687,9,27.96611685,0.906285413,5.233690039,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TTH,2016,-0.533681247,,4,24.85683096,0.250966616,0.324634048,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTH,2017,-0.406178008,0.458740806,4,25.6897396,0.298301795,0.426075079,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTH,2018,0.24658954,0.535811859,6,25.03741441,0.163311629,0.187285003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTH,2019,-0.276105687,0.499219059,5,25.21973249,0.256721329,0.213014286,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TTH,2020,-0.424157155,-0.146545797,6,26.18481338,0.20838741,0.577179952,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TTH,2021,0.381271064,0.003070375,6,25.08620109,0.403310342,0.192052968,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TTH,2022,-0.324995751,-0.022979939,9,25.08620109,0.48269656,0.192904326,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TTH,2023,0.671186746,0.246010697,6,26.0306627,0.351384955,0.473565901,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TTL,2018,0.7649561,0.027817673,2,27.01596989,0.585733427,1.020278522,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TTL,2019,0.179962643,0.027708876,1,26.46022258,0.597794225,0.569276064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TTL,2020,-0.519390077,0.04037668,2,27.09779991,0.647986571,1.073721001,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TTL,2021,0.029841026,0.021512716,6,26.66701699,0.72350812,0.62751198,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TTL,2022,0.03470613,0.022830854,5,26.72050567,0.733892764,0.664086014,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TTL,2023,-0.193932924,0.072505541,3,26.52560534,0.774639223,0.521309305,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TTT,2017,-0.252457568,0.298190534,1,26.12438879,0.071424726,0.640402921,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TTT,2018,-0.006816714,0.113785516,4,26.21311691,0.024300411,0.599013914,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TTT,2019,0.070688208,0.317525627,2,25.79817305,0.055824866,0.352292369,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TTT,2020,-0.582684267,0.015526537,1,26.07146639,0.104193402,0.537872205,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
TTT,2021,-0.528289115,0.029519778,5,26.02701463,0.059176865,0.526965314,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
TTT,2022,0.470910652,0.205987791,1,25.75437043,0.087329274,0.373106337,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
TTT,2023,-0.607020869,0.218552466,4,25.76918552,0.105385722,0.360128441,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
TV2,2016,1.070737146,0.464201258,6,27.43986033,0.792745147,2.728918774,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV2,2017,-0.507660934,0.259626071,4,27.33224972,0.678716661,1.478546151,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV2,2018,0.468443512,0.303486694,7,27.60464724,0.681198867,1.393311073,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV2,2019,-0.113316253,0.261959649,7,27.95699834,0.601071535,1.4878435,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TV2,2020,-0.01817427,0.189261333,9,28.47850563,0.650102174,1.99934808,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TV2,2021,0.428562317,0.116445258,9,27.6526963,0.691829301,0.742554151,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TV2,2022,-0.116935469,0.051752615,10,28.04260731,0.546195758,1.112732553,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TV2,2023,0.363607506,0.035214464,9,28.37619908,0.458063792,1.579642693,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TV3,2016,0.15394713,0.163763006,1,26.09026124,0.664340777,2.459709003,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV3,2017,-0.191179554,0.065171081,1,25.91695464,0.647736604,1.850577802,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV3,2018,0.417013354,0.12301921,3,26.20393109,0.650294727,2.358650563,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV3,2019,-0.245564989,0.070493708,1,26.06347926,0.653875804,1.923026008,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TV3,2020,-0.60080671,0.094074498,2,25.8859083,0.637307792,1.50987788,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TV3,2021,-0.407448944,0.1153662,3,25.72700702,0.619459382,1.192814775,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TV3,2022,0.691146644,0.133489001,4,25.35592348,0.472841993,0.72360295,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TV3,2023,-0.310242421,0.144256221,3,25.461284,0.473748874,0.764294986,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TV4,2016,0.161434997,0.123996102,1,26.13211376,0.29585639,1.234039524,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV4,2017,-0.185021372,0.111962521,1,26.25496743,0.29988316,1.380554373,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV4,2018,0.073280971,0.2471537,4,26.0881621,0.318117214,1.164869717,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV4,2019,-0.145432898,0.078992148,2,26.11014101,0.398184872,1.245045321,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TV4,2020,-0.43657638,0.12665954,6,26.31868576,0.447034843,1.450234999,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TV4,2021,-0.294614846,0.13102421,5,26.16329671,0.385267517,1.058580926,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TV4,2022,0.203828317,0.180166608,7,26.28388135,0.371023561,1.018186769,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TV4,2023,-0.024285733,0.125999764,5,26.33593771,0.307376127,1.057516962,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TVD,2016,-0.110724326,0.087803557,9,26.17776137,0.846621511,0.475341211,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TVD,2017,-0.251346375,0.128237843,8,26.32086221,0.853959813,0.546584652,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TVD,2018,0.343147261,0.000670466,9,26.48919753,0.811479031,0.622981376,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TVD,2019,0.218311673,0.190235126,8,26.55725099,0.796573331,0.669065688,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TVD,2020,-0.301966455,0.192591736,9,27.03053869,0.806846856,1.063444576,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
TVD,2021,0.022602147,0.199032268,10,26.70385446,0.76367176,0.707586059,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TVD,2022,0.036666822,0.445606856,10,27.13917253,0.754397852,0.920452742,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
TVD,2023,-0.050725109,0.225980792,10,27.17527754,0.667161078,0.896097068,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
TVT,2017,-0.399576698,0.200987962,6,27.04869949,0.548643861,0.794711744,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TVT,2018,0.41105629,0.183484388,6,26.89892519,0.541403588,0.653314825,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TVT,2019,-0.082489904,0.186749084,5,26.94584211,0.64091053,0.860442807,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
TVT,2020,-0.239145056,0.149855672,5,27.1124153,0.632843858,1.004656206,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TVT,2021,-0.107984403,0.1475619,7,26.86788056,0.547418647,0.740653059,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TVT,2022,-0.005388992,0.118457011,8,26.89892519,0.656977563,0.773156345,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TVT,2023,-0.322175449,0.026379023,5,26.62712792,0.60456916,0.636346058,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
TXM,2016,0.137444797,0.138244488,3,25.04872212,0.354843921,0.633012173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TXM,2017,-0.201208466,0.108563378,2,24.82093819,0.390532816,0.496068205,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TXM,2018,0.066018262,0.143307739,1,23.66242776,0.255687519,0.162755489,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TXM,2019,-0.622218371,0.049560027,1,24.33688281,0.170860818,0.31534789,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
TXM,2020,0.224464797,0.009755288,3,24.61508614,0.149239913,0.422870511,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
